Policy Number,Start Date,Last Paid Date,Tenure (Years),Date of Purchase,Customer ID,Sum Assured MUR/Coverage Amount,Premium Amount,Payment Frequency,Loan Eligible,Loan Amount Allowed,Underwriting expenses,Sales Agent Code,Purchase Month,Purchase Quarter,Purchase Year,Policy Anniversary Date,Claim ID,Policy Type Code,Policy Code,Policy Status,State,RM ID,Zonal Manager ID
IGD-POL-811964,19-04-2020,20-Nov-25,15,19-Apr-20,CUST-287582,924130.62,63092.07,Monthly,No,0.0,7006.07,AGT-2109,April,Q2,2020,19-Apr-21,CLM-146134,TR-UNCD988,UGM-IGMU-9834,Active,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-591736,06-04-2020,08-Feb-25,25,06-Apr-20,CUST-652891,3902673.68,79666.66,Quarterly,Yes,1037029.6,12405.11,AGT-2345,April,Q2,2020,06-Apr-21,CLM-342269,TR-ENDD989,ILG-IGMU-9829,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-647782,02-12-2020,27-Sep-21,25,02-Dec-20,CUST-620971,1344380.18,41589.75,Annually,No,0.0,7291.57,AGT-1498,December,Q4,2020,02-Dec-21,CLM-897989,TR-WHCD968,WLS-IGMU-9814,Surrendered,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-258183,05-12-2020,26-Dec-25,20,05-Dec-20,CUST-284260,2651796.07,30355.61,Monthly,No,0.0,4762.55,AGT-4980,December,Q4,2020,05-Dec-21,CLM-543036,TR-ENDD989,ILG-IGMU-9829,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-385934,08-11-2020,10-Oct-25,15,08-Nov-20,CUST-492204,4470244.13,8008.88,Quarterly,No,0.0,828.38,AGT-1900,November,Q4,2020,08-Nov-21,CLM-663661,TR-WHCD968,FPP-IGMU-9813,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-946509,07-09-2020,13-Aug-25,15,07-Sep-20,CUST-452732,2224286.02,80230.89,Quarterly,Yes,1291734.08,3625.97,AGT-5467,September,Q3,2020,07-Sep-21,CLM-166724,TR-WHCD968,IPM-IGMU-9832,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-615940,01-06-2020,24-May-25,25,01-Jun-20,CUST-316481,2603225.69,32916.46,Monthly,Yes,887090.81,2146.03,AGT-1909,June,Q2,2020,01-Jun-21,CLM-431176,TR-UNCD988,UGM-IGMU-9834,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-612622,23-09-2020,22-Apr-25,10,23-Sep-20,CUST-211464,3748442.26,45144.62,Annually,Yes,2242284.98,7359.11,AGT-6578,September,Q3,2020,23-Sep-21,CLM-721352,TR-WHCD968,IPM-IGMU-9832,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-845923,06-06-2020,27-Aug-25,10,06-Jun-20,CUST-291778,2410419.06,70792.0,Annually,Yes,1134903.69,4204.98,AGT-7898,June,Q2,2020,06-Jun-21,CLM-252012,TR-UNCD988,RSP-IGMU-9856,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-123881,06-04-2020,18-Sep-24,5,06-Apr-20,CUST-796458,1381535.77,67541.73,Annually,No,0.0,9406.9,AGT-2345,April,Q2,2020,06-Apr-21,CLM-499746,TR-WHCD968,IPM-IGMU-9832,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-651570,02-06-2020,02-May-25,5,02-Jun-20,CUST-131126,3700398.5,49103.42,Quarterly,No,0.0,2988.88,AGT-4594,June,Q2,2020,02-Jun-21,CLM-381583,TR-ENDD989,SGT-IGMU-9812,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-580215,28-06-2020,19-Jul-25,25,28-Jun-20,CUST-151328,832125.23,62541.04,Monthly,Yes,346079.52,9124.55,AGT-3894,June,Q2,2020,28-Jun-21,CLM-635900,TR-UNCD988,RSP-IGMU-9856,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-139332,26-06-2020,19-Dec-25,25,26-Jun-20,CUST-435246,3824896.01,45598.28,Quarterly,Yes,1159538.27,3418.93,AGT-4980,June,Q2,2020,26-Jun-21,CLM-903511,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-150246,10-03-2020,02-Sep-25,20,10-Mar-20,CUST-459502,2029855.07,39641.85,Quarterly,Yes,981178.76,3685.25,AGT-4980,March,Q1,2020,10-Mar-21,CLM-230856,TR-ENDD989,ILG-IGMU-9829,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-918947,03-03-2020,20-Apr-25,10,03-Mar-20,CUST-706204,1579300.6,13694.11,Quarterly,No,0.0,2283.51,AGT-1909,March,Q1,2020,03-Mar-21,CLM-995854,TR-ENDD989,WBM-IGMU-9833,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-252775,04-07-2020,22-Jan-24,5,04-Jul-20,CUST-320855,4294247.48,51036.72,Monthly,No,0.0,6909.49,AGT-1909,July,Q3,2020,04-Jul-21,CLM-643440,TR-WHCD968,WLS-IGMU-9814,Claimed,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-199297,22-02-2020,25-May-25,20,22-Feb-20,CUST-888019,2340839.13,50943.54,Monthly,No,0.0,5450.65,AGT-5467,February,Q1,2020,22-Feb-21,CLM-897808,TR-WHCD968,FPP-IGMU-9813,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-865729,26-07-2020,05-Mar-25,25,26-Jul-20,CUST-975271,307235.52,23104.86,Monthly,No,0.0,3262.56,AGT-5467,July,Q3,2020,26-Jul-21,CLM-302308,TR-WHCD968,FPP-IGMU-9813,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-328210,16-02-2020,23-Aug-23,15,16-Feb-20,CUST-755706,3576265.31,1580.21,Quarterly,No,0.0,493.53,AGT-1909,February,Q1,2020,16-Feb-21,CLM-702265,TR-ENDD989,ILG-IGMU-9829,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-277671,06-11-2020,09-Jan-25,20,06-Nov-20,CUST-308490,309382.88,66644.53,Annually,No,0.0,10288.4,AGT-5980,November,Q4,2020,06-Nov-21,CLM-663944,TR-WHCD968,IPM-IGMU-9832,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-285007,11-04-2020,22-Oct-23,10,11-Apr-20,CUST-573603,721054.98,1500.0,Annually,Yes,340293.25,300.0,AGT-1900,April,Q2,2020,11-Apr-21,CLM-683329,TR-ENDD989,ILG-IGMU-9829,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-294909,05-09-2020,27-Dec-23,5,05-Sep-20,CUST-887850,332377.04,33264.63,Annually,No,0.0,2803.82,AGT-6578,September,Q3,2020,05-Sep-21,CLM-512058,TR-WHCD968,FPP-IGMU-9813,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-937116,12-08-2020,05-Dec-22,25,12-Aug-20,CUST-522448,3293853.87,57243.0,Monthly,No,0.0,9782.57,AGT-3488,August,Q3,2020,12-Aug-21,CLM-207116,TR-WHCD968,WLS-IGMU-9814,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-419441,19-01-2020,22-Apr-25,20,19-Jan-20,CUST-312150,1061574.27,24522.51,Annually,No,0.0,3116.93,AGT-1909,January,Q1,2020,19-Jan-21,CLM-600453,TR-ENDD989,ILG-IGMU-9829,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-843662,27-05-2020,17-Apr-25,15,27-May-20,CUST-826873,949173.37,33577.42,Annually,No,0.0,2785.34,AGT-1800,May,Q2,2020,27-May-21,CLM-187718,TR-ENDD989,WBM-IGMU-9833,Surrendered,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-726739,23-02-2020,19-Aug-23,10,23-Feb-20,CUST-226332,3077553.1,45340.47,Annually,Yes,1934629.72,6472.71,AGT-6578,February,Q1,2020,23-Feb-21,CLM-465552,TR-ENDD989,ILG-IGMU-9829,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-932109,28-09-2020,25-Feb-21,5,28-Sep-20,CUST-149168,1611117.04,52034.44,Quarterly,No,0.0,4686.46,AGT-4980,September,Q3,2020,28-Sep-21,CLM-904774,TR-ENDD989,WBM-IGMU-9833,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-427525,04-06-2020,02-Jun-25,15,04-Jun-20,CUST-285429,531691.84,13410.55,Annually,No,0.0,1910.72,AGT-3567,June,Q2,2020,04-Jun-21,CLM-427521,TR-ENDD989,ILG-IGMU-9829,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-795835,15-06-2020,16-Jul-25,25,15-Jun-20,CUST-712236,231727.32,31508.93,Annually,No,0.0,2559.66,AGT-1900,June,Q2,2020,15-Jun-21,CLM-674116,TR-UNCD988,RSP-IGMU-9856,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-831091,17-01-2020,10-Jul-25,25,17-Jan-20,CUST-231136,4340647.07,48659.3,Annually,Yes,1349658.09,8830.84,AGT-1800,January,Q1,2020,17-Jan-21,CLM-366328,TR-WHCD968,FPP-IGMU-9813,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-313256,16-01-2020,06-Apr-24,5,16-Jan-20,CUST-509408,4167716.01,1500.0,Quarterly,No,0.0,300.0,AGT-7898,January,Q1,2020,16-Jan-21,CLM-930724,TR-ENDD989,SGT-IGMU-9812,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-258882,08-09-2020,28-Jul-25,5,08-Sep-20,CUST-940298,1473886.44,52944.57,Annually,Yes,652635.45,5512.14,AGT-1498,September,Q3,2020,08-Sep-21,CLM-180276,TR-UNCD988,RSP-IGMU-9856,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-131575,05-05-2020,09-Aug-24,5,05-May-20,CUST-800174,2732190.79,41918.31,Annually,Yes,849364.68,4584.24,AGT-1900,May,Q2,2020,05-May-21,CLM-224045,TR-UNCD988,RSP-IGMU-9856,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-290840,02-04-2020,08-Jun-22,25,02-Apr-20,CUST-773088,2213042.47,9764.05,Monthly,No,0.0,997.83,AGT-3488,April,Q2,2020,02-Apr-21,CLM-926798,TR-ENDD989,WBM-IGMU-9833,Surrendered,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-259658,19-06-2020,25-Oct-21,15,19-Jun-20,CUST-790601,203762.59,26857.67,Annually,Yes,122638.43,4539.78,AGT-4456,June,Q2,2020,19-Jun-21,CLM-309015,TR-UNCD988,RSP-IGMU-9856,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-726808,06-10-2020,06-Jun-25,10,06-Oct-20,CUST-566191,3204213.95,10026.0,Monthly,Yes,840555.62,955.81,AGT-2345,October,Q4,2020,06-Oct-21,CLM-174749,TR-WHCD968,IPM-IGMU-9832,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-727146,09-01-2020,10-Oct-25,5,09-Jan-20,CUST-537524,1407289.26,17476.32,Quarterly,No,0.0,2878.76,AGT-1465,January,Q1,2020,09-Jan-21,CLM-454136,TR-WHCD968,WLS-IGMU-9814,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-739892,03-09-2020,07-Mar-21,20,03-Sep-20,CUST-913667,3453950.87,10958.96,Quarterly,Yes,1799485.83,1937.31,AGT-7898,September,Q3,2020,03-Sep-21,CLM-466987,TR-UNCD988,RSP-IGMU-9856,Surrendered,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-153608,13-12-2020,25-Apr-25,5,13-Dec-20,CUST-963495,2496818.06,23094.91,Quarterly,No,0.0,1425.05,AGT-3465,December,Q4,2020,13-Dec-21,CLM-145942,TR-UNCD988,UGM-IGMU-9834,Active,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-251436,16-05-2020,11-Nov-25,25,16-May-20,CUST-211048,4426333.81,37426.53,Monthly,No,0.0,4682.23,AGT-1900,May,Q2,2020,16-May-21,CLM-657208,TR-ENDD989,WBM-IGMU-9833,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-541402,14-05-2020,14-May-21,10,14-May-20,CUST-539579,1301341.05,46300.15,Annually,Yes,460624.58,7122.48,AGT-3150,May,Q2,2020,14-May-21,CLM-543879,TR-ENDD989,SGT-IGMU-9812,Surrendered,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-612253,15-10-2020,02-May-25,15,15-Oct-20,CUST-907498,3004036.89,5833.93,Monthly,No,0.0,734.28,AGT-3567,October,Q4,2020,15-Oct-21,CLM-294387,TR-WHCD968,FPP-IGMU-9813,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-940073,08-04-2020,11-Sep-25,10,08-Apr-20,CUST-607216,3713938.44,64320.64,Annually,Yes,1221218.11,3634.72,AGT-1465,April,Q2,2020,08-Apr-21,CLM-203277,TR-WHCD968,WLS-IGMU-9814,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-318410,20-09-2020,05-Aug-24,20,20-Sep-20,CUST-277177,3450026.11,15125.02,Annually,Yes,1382414.56,1837.23,AGT-4456,September,Q3,2020,20-Sep-21,CLM-212920,TR-WHCD968,WLS-IGMU-9814,Surrendered,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-682145,20-11-2020,04-Mar-24,5,20-Nov-20,CUST-252535,4484622.14,18166.43,Monthly,No,0.0,2030.82,AGT-1909,November,Q4,2020,20-Nov-21,CLM-312631,TR-WHCD968,IPM-IGMU-9832,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-833566,27-10-2020,01-Jun-25,25,27-Oct-20,CUST-231425,400271.45,68711.54,Annually,No,0.0,11121.13,AGT-4456,October,Q4,2020,27-Oct-21,CLM-943663,TR-WHCD968,FPP-IGMU-9813,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-902849,14-07-2020,19-Feb-21,5,14-Jul-20,CUST-514853,1352122.6,14646.27,Monthly,Yes,746767.56,2129.41,AGT-6578,July,Q3,2020,14-Jul-21,CLM-505999,TR-ENDD989,ILG-IGMU-9829,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-397313,12-11-2020,11-Jan-25,20,12-Nov-20,CUST-720647,2453464.17,59876.03,Monthly,No,0.0,7576.95,AGT-4594,November,Q4,2020,12-Nov-21,CLM-845300,TR-UNCD988,RSP-IGMU-9856,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-348385,24-10-2020,23-Nov-23,10,24-Oct-20,CUST-927362,1757143.56,30436.27,Monthly,Yes,926754.35,5169.6,AGT-4594,October,Q4,2020,24-Oct-21,CLM-274060,TR-UNCD988,RSP-IGMU-9856,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-769352,23-12-2020,23-Mar-25,10,23-Dec-20,CUST-326845,422414.91,60601.22,Quarterly,No,0.0,8396.79,AGT-1900,December,Q4,2020,23-Dec-21,CLM-497447,TR-UNCD988,UGM-IGMU-9834,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-303279,07-12-2020,05-May-25,25,07-Dec-20,CUST-355498,3971990.7,52827.37,Monthly,Yes,1992152.85,9233.61,AGT-1800,December,Q4,2020,07-Dec-21,CLM-886194,TR-UNCD988,UGM-IGMU-9834,Active,Beau Bassin-Rose Hill,RMC9F7L5,ZMN8K2L1
IGD-POL-363699,19-01-2020,24-Oct-25,20,19-Jan-20,CUST-325960,2254644.69,16234.78,Annually,No,0.0,1052.61,AGT-5980,January,Q1,2020,19-Jan-21,CLM-611892,TR-UNCD988,UGM-IGMU-9834,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-285153,18-03-2020,20-Oct-25,20,18-Mar-20,CUST-162394,4270614.16,28333.9,Annually,Yes,1723994.38,3684.82,AGT-4509,March,Q1,2020,18-Mar-21,CLM-229836,TR-ENDD989,SGT-IGMU-9812,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-387864,17-06-2020,08-Mar-25,25,17-Jun-20,CUST-340393,762673.89,30994.09,Quarterly,Yes,468877.68,1247.89,AGT-4594,June,Q2,2020,17-Jun-21,CLM-317699,TR-WHCD968,FPP-IGMU-9813,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-225780,14-06-2020,17-Jul-25,20,14-Jun-20,CUST-150335,1270219.13,5403.61,Annually,No,0.0,371.33,AGT-1465,June,Q2,2020,14-Jun-21,CLM-171733,TR-WHCD968,IPM-IGMU-9832,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-891213,05-08-2020,08-Mar-24,20,05-Aug-20,CUST-982905,3535219.95,73666.66,Monthly,No,0.0,4965.94,AGT-5467,August,Q3,2020,05-Aug-21,CLM-869141,TR-UNCD988,RSP-IGMU-9856,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-630403,23-10-2020,07-Apr-25,10,23-Oct-20,CUST-742115,2718309.0,20961.62,Monthly,Yes,1553353.63,1913.11,AGT-3567,October,Q4,2020,23-Oct-21,CLM-144918,TR-UNCD988,UGM-IGMU-9834,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-962186,08-05-2020,16-Feb-24,25,08-May-20,CUST-125658,439359.13,17568.66,Quarterly,No,0.0,1080.26,AGT-3150,May,Q2,2020,08-May-21,CLM-717421,TR-ENDD989,SGT-IGMU-9812,Surrendered,Savanne,RMS4B9K2,ZMS5Q4R2
IGD-POL-157521,06-02-2020,10-Jul-21,15,06-Feb-20,CUST-869443,258307.9,83818.38,Annually,Yes,133980.4,10555.39,AGT-6578,February,Q1,2020,06-Feb-21,CLM-351681,TR-ENDD989,SGT-IGMU-9812,Surrendered,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-397603,05-06-2020,23-Dec-25,10,05-Jun-20,CUST-732783,4185610.14,1500.0,Quarterly,Yes,1215442.02,494.4,AGT-3488,June,Q2,2020,05-Jun-21,CLM-479322,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-228866,13-08-2020,17-Sep-25,10,13-Aug-20,CUST-654350,1349137.07,53051.14,Monthly,Yes,597463.32,2960.07,AGT-4456,August,Q3,2020,13-Aug-21,CLM-117784,TR-UNCD988,RSP-IGMU-9856,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-382742,23-05-2020,21-May-25,20,23-May-20,CUST-682534,320878.91,54732.52,Monthly,No,0.0,9448.89,AGT-5980,May,Q2,2020,23-May-21,CLM-500786,TR-ENDD989,WBM-IGMU-9833,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-593784,02-01-2020,11-Nov-25,10,02-Jan-20,CUST-973358,4671150.43,54927.42,Monthly,No,0.0,9233.34,AGT-6578,January,Q1,2020,02-Jan-21,CLM-446143,TR-ENDD989,ILG-IGMU-9829,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-780757,05-09-2020,12-Sep-25,10,05-Sep-20,CUST-189707,4839547.08,8517.1,Quarterly,No,0.0,469.92,AGT-1465,September,Q3,2020,05-Sep-21,CLM-489389,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-315325,11-11-2020,19-Feb-25,20,11-Nov-20,CUST-182300,1645855.32,6345.44,Quarterly,Yes,949416.13,567.49,AGT-3488,November,Q4,2020,11-Nov-21,CLM-602481,TR-ENDD989,ILG-IGMU-9829,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-436106,20-06-2020,03-Aug-25,5,20-Jun-20,CUST-734400,4091292.32,78752.73,Annually,No,0.0,11131.26,AGT-3894,June,Q2,2020,20-Jun-21,CLM-767153,TR-ENDD989,SGT-IGMU-9812,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-696718,13-08-2020,10-Jul-25,5,13-Aug-20,CUST-254681,1000816.33,16568.54,Quarterly,No,0.0,2940.9,AGT-7898,August,Q3,2020,13-Aug-21,CLM-286907,TR-WHCD968,FPP-IGMU-9813,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-138091,09-05-2020,17-Oct-21,20,09-May-20,CUST-823455,707578.28,2737.93,Quarterly,Yes,342189.24,472.86,AGT-5467,May,Q2,2020,09-May-21,CLM-429147,TR-WHCD968,FPP-IGMU-9813,Surrendered,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-905826,01-04-2020,09-Apr-25,20,01-Apr-20,CUST-951921,331587.05,55108.52,Quarterly,Yes,126346.1,3531.88,AGT-3567,April,Q2,2020,01-Apr-21,CLM-482057,TR-WHCD968,IPM-IGMU-9832,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-817507,07-05-2020,22-Jul-25,20,07-May-20,CUST-515223,1879997.12,19554.65,Annually,Yes,784560.86,2995.75,AGT-6578,May,Q2,2020,07-May-21,CLM-228673,TR-WHCD968,WLS-IGMU-9814,Active,Port Louis,RMC9F7L5,ZMN8K2L1
IGD-POL-179033,11-04-2020,17-Jan-25,15,11-Apr-20,CUST-387061,451949.21,46415.87,Quarterly,Yes,199644.99,5892.06,AGT-4980,April,Q2,2020,11-Apr-21,CLM-595328,TR-UNCD988,UGM-IGMU-9834,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-871137,28-04-2020,15-Mar-25,10,28-Apr-20,CUST-684292,876156.47,11779.56,Quarterly,No,0.0,1890.09,AGT-7898,April,Q2,2020,28-Apr-21,CLM-414318,TR-ENDD989,SGT-IGMU-9812,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-493731,12-08-2020,04-Oct-25,20,12-Aug-20,CUST-563511,4097931.87,71353.11,Monthly,No,0.0,5217.5,AGT-3567,August,Q3,2020,12-Aug-21,CLM-351110,TR-UNCD988,UGM-IGMU-9834,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-374654,28-02-2020,24-Jan-25,10,28-Feb-20,CUST-625808,632486.09,56026.25,Annually,No,0.0,9103.07,AGT-1498,February,Q1,2020,28-Feb-21,CLM-321902,TR-ENDD989,ILG-IGMU-9829,Active,Rivière du Rempart,RMN7A3X1,ZMN8K2L1
IGD-POL-972521,26-07-2020,05-Aug-25,20,26-Jul-20,CUST-266952,3276720.52,16169.26,Monthly,Yes,1248655.2,2173.41,AGT-2941,July,Q3,2020,26-Jul-21,CLM-509839,TR-WHCD968,WLS-IGMU-9814,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-388015,18-10-2020,07-Jul-25,20,18-Oct-20,CUST-905285,4209861.17,46110.46,Annually,Yes,1169660.83,5723.49,AGT-7898,October,Q4,2020,18-Oct-21,CLM-773897,TR-WHCD968,WLS-IGMU-9814,Active,Vacoas-Phoenix,RMC9F7L5,ZMN8K2L1
IGD-POL-228697,15-07-2020,12-Jul-25,25,15-Jul-20,CUST-335832,958511.96,63206.53,Annually,Yes,421451.83,5656.67,AGT-4594,July,Q3,2020,15-Jul-21,CLM-529409,TR-WHCD968,WLS-IGMU-9814,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-638196,20-12-2020,06-Feb-24,25,20-Dec-20,CUST-130545,4225773.38,54958.33,Quarterly,No,0.0,8403.99,AGT-2345,December,Q4,2020,20-Dec-21,CLM-990432,TR-UNCD988,UGM-IGMU-9834,Surrendered,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
IGD-POL-777419,06-09-2020,19-May-25,25,06-Sep-20,CUST-390648,4829844.11,20406.66,Quarterly,No,0.0,1737.18,AGT-3465,September,Q3,2020,06-Sep-21,CLM-509426,TR-UNCD988,RSP-IGMU-9856,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-158668,02-05-2020,01-Sep-25,25,02-May-20,CUST-803268,798993.1,3434.25,Quarterly,Yes,206672.91,300.0,AGT-3488,May,Q2,2020,02-May-21,CLM-599654,TR-ENDD989,SGT-IGMU-9812,Active,Moka,RMC9F7L5,ZMN8K2L1
IGD-POL-359488,15-05-2020,17-Mar-22,10,15-May-20,CUST-807291,1503278.84,26062.29,Quarterly,Yes,692847.5,4456.99,AGT-5945,May,Q2,2020,15-May-21,CLM-777778,TR-ENDD989,WBM-IGMU-9833,Surrendered,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-601472,21-11-2020,05-Mar-25,20,21-Nov-20,CUST-552855,2417718.04,33286.12,Quarterly,Yes,706065.44,4115.85,AGT-5945,November,Q4,2020,21-Nov-21,CLM-428013,TR-ENDD989,SGT-IGMU-9812,Active,Flacq,RMN7A3X1,ZMN8K2L1
IGD-POL-445619,12-10-2020,19-Jun-25,5,12-Oct-20,CUST-856508,2880758.46,51331.29,Quarterly,No,0.0,5812.84,AGT-4456,October,Q4,2020,12-Oct-21,CLM-774869,TR-UNCD988,UGM-IGMU-9834,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-702055,01-06-2020,24-Sep-25,15,01-Jun-20,CUST-902950,4962400.08,39949.75,Quarterly,No,0.0,4898.72,AGT-4980,June,Q2,2020,01-Jun-21,CLM-804983,TR-WHCD968,IPM-IGMU-9832,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-910557,18-06-2020,23-Nov-25,5,18-Jun-20,CUST-691775,2763115.04,11799.63,Annually,No,0.0,1793.71,AGT-4456,June,Q2,2020,18-Jun-21,CLM-851437,TR-UNCD988,RSP-IGMU-9856,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-932842,04-02-2020,04-Jul-25,25,04-Feb-20,CUST-984845,1256173.03,32170.01,Monthly,No,0.0,1278.23,AGT-4456,February,Q1,2020,04-Feb-21,CLM-764060,TR-ENDD989,WBM-IGMU-9833,Active,Curepipe,RMC9F7L5,ZMN8K2L1
IGD-POL-154764,02-10-2020,22-Feb-25,10,02-Oct-20,CUST-397979,688002.16,60643.83,Annually,Yes,203553.29,10649.89,AGT-4509,October,Q4,2020,02-Oct-21,CLM-680274,TR-WHCD968,FPP-IGMU-9813,Active,Quatre Bornes,RMC9F7L5,ZMN8K2L1
IGD-POL-857167,02-03-2020,04-Jan-24,10,02-Mar-20,CUST-160759,4326178.66,35086.58,Monthly,Yes,1645338.95,2259.32,AGT-1909,March,Q1,2020,02-Mar-21,CLM-638225,TR-UNCD988,RSP-IGMU-9856,Surrendered,Grand Port,RMS4B9K2,ZMS5Q4R2
IGD-POL-499888,07-11-2020,01-Apr-22,20,07-Nov-20,CUST-852023,1260459.91,72918.85,Monthly,Yes,751753.18,12772.06,AGT-2109,November,Q4,2020,07-Nov-21,CLM-323515,TR-WHCD968,FPP-IGMU-9813,Surrendered,Black River,RMW8C6P3,ZMW3T7P8
IGD-POL-711159,20-05-2020,09-Feb-25,20,20-May-20,CUST-779580,3472189.39,52500.68,Monthly,No,0.0,8674.4,AGT-2345,May,Q2,2020,20-May-21,CLM-737892,TR-ENDD989,ILG-IGMU-9829,Active,Plaines Wilhems,RMC9F7L5,ZMN8K2L1
